city_id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,Kiryat Gat,31.61,34.76,82.4,58,0,11.41,IL,1603123343
371,Tomatlán,19.93,-105.25,87.21,64,1,0.4,MX,1603123471
372,Praia,14.92,-23.51,93.2,41,96,8.05,CV,1603123204
373,Los Llanos de Aridane,28.66,-17.92,84.2,58,20,3.36,ES,1603123403
374,Portland,45.52,-122.68,57.2,87,75,4.7,US,1603123449
375,Soyo,-6.13,12.37,82.4,74,40,9.17,AO,1603123472
376,Alta Floresta,-9.88,-56.09,96.58,36,83,5.55,BR,1603123472
377,Kumul,42.8,93.45,55.81,35,0,25.95,CN,1603123473
378,Plettenberg Bay,-34.05,23.37,62.73,73,60,6.02,ZA,1603123473
379,Wagar,16.15,36.2,92.1,18,0,6.11,SD,1603123473
380,Genhe,50.78,121.52,33.1,93,87,3.11,CN,1603123473
381,Kununurra,-15.77,128.73,82.4,83,72,5.82,AU,1603123473
382,Zelenoborsk,61.47,64.03,34.61,98,99,3.31,RU,1603123473
383,Marsh Harbour,26.54,-77.06,82.04,71,100,19.48,BS,1603123222
384,Toledo,39.83,-4.0,78.8,21,83,8.05,ES,1603123405
385,Kirakira,-10.45,161.92,79.63,82,90,7.96,SB,1603123474
386,Bambanglipuro,-7.95,110.28,76.17,88,100,5.1,ID,1603123474
387,Grand Gaube,-20.01,57.66,75.0,69,4,5.99,MU,1603123474
388,Kibala,9.11,18.35,93.2,44,20,2.24,TD,1603123313
389,Muisne,0.6,-80.03,78.8,78,90,4.7,EC,1603123474
390,Alice Springs,-23.7,133.88,68.0,72,21,12.75,AU,1603123271
391,Herrán,7.51,-72.48,82.4,65,75,6.93,CO,1603123474
392,Caravelas,-17.71,-39.25,80.15,59,100,7.7,BR,1603123322
393,Gizo Government Station,-8.1,156.84,82.0,74,26,1.57,SB,1603123474
394,Tauá,-5.97,-40.3,97.47,21,58,11.77,BR,1603123475
395,Grand-Santi,4.25,-54.38,96.62,34,18,4.41,GF,1603123475
396,Kyzyl-Suu,42.34,78.01,46.99,42,0,4.85,KG,1603123475
397,Hamadan,34.8,48.51,48.78,46,0,0.11,IR,1603123336
398,Lebyazh'ye,55.27,66.49,51.1,51,100,13.51,RU,1603123475
399,San Patricio,28.02,-97.52,84.99,88,75,8.05,US,1603123475
400,Tual,-5.67,132.75,80.47,82,14,11.27,ID,1603123475
401,Kalmunai,7.42,81.82,81.59,80,89,2.44,LK,1603123475
402,Padang,-0.95,100.35,79.0,74,18,4.34,ID,1603123475
403,Ranong,9.97,98.63,78.69,84,84,5.55,TH,1603123390
404,Tot'ma,59.97,42.76,33.49,93,75,6.44,RU,1603123476
405,Assiut,27.18,31.18,96.8,20,0,11.41,EG,1603123476
406,Los Baños,14.17,121.18,82.4,83,40,2.24,PH,1603123476
407,Havre-St-Pierre,50.23,-63.6,45.1,73,25,10.04,CA,1603123476
408,Thompson,55.74,-97.86,24.51,93,58,6.8,CA,1603123437
409,Chuguyevka,44.17,133.86,37.87,78,49,3.49,RU,1603123476
410,Isla Vista,34.41,-119.86,71.01,88,90,6.93,US,1603123476
411,Saint-Louis,16.33,-15.0,104.0,24,20,2.24,SN,1603123476
412,Kappeln,54.66,9.93,50.0,81,97,8.57,DE,1603123476
413,Nirmāli,26.32,86.58,76.84,60,2,2.17,IN,1603123477
414,Kulhudhuffushi,6.62,73.07,82.04,78,33,12.08,MV,1603123362
415,Jūnāgadh,21.52,70.47,80.73,80,10,4.43,IN,1603123477
416,Shenandoah,30.4,-91.0,80.01,82,38,1.01,US,1603123477
417,Winneba,5.35,-0.62,84.2,74,20,13.87,GH,1603123477
418,Soledade,-28.82,-52.51,83.05,42,0,4.9,BR,1603123477
419,Zwedru,6.07,-8.13,83.8,71,98,3.15,LR,1603123477
420,Port Hardy,50.7,-127.42,50.54,83,73,9.4,CA,1603123201
421,Ouango,4.31,22.56,77.45,88,99,2.77,CF,1603123477
422,Camocim,-2.9,-40.84,92.89,43,67,17.47,BR,1603123216
423,Tiznit Province,29.58,-9.5,81.27,22,0,1.92,MA,1603123477
424,Saint-Pierre,-21.34,55.48,75.2,69,4,20.8,RE,1603123427
425,Wajima,37.4,136.9,62.74,55,38,5.06,JP,1603123478
426,Seydi,39.48,62.91,63.68,25,0,9.71,TM,1603123478
427,Tapiramutá,-11.85,-40.79,85.33,44,100,8.59,BR,1603123478
428,Micheweni,-4.97,39.83,78.82,74,0,10.0,TZ,1603123478
429,Linares,-35.85,-71.6,65.3,45,44,9.46,CL,1603123478
430,Iranshahr,27.2,60.68,78.8,6,0,5.46,IR,1603123478
431,Malasin,16.3,121.11,71.74,85,100,2.48,PH,1603123478
432,Leningradskiy,69.38,178.42,27.59,90,100,6.64,RU,1603123478
433,Freeport,40.66,-73.58,64.99,72,75,12.75,US,1603123202
434,Sarankhola,22.31,89.79,79.27,84,57,1.14,BD,1603123478
435,Archidona,37.1,-4.39,70.0,59,41,1.99,ES,1603123479
436,Hualmay,-11.1,-77.61,69.67,63,7,9.57,PE,1603123479
437,Tema,5.67,-0.02,84.2,74,20,13.87,GH,1603123479
438,Prizren,42.21,20.74,53.6,46,8,6.93,XK,1603123479
439,Kewanee,41.25,-89.92,45.0,67,100,1.01,US,1603123479
440,Sīrjān,29.45,55.68,55.4,22,0,9.95,IR,1603123479
441,Dunedin,-45.87,170.5,46.99,82,29,1.01,NZ,1603123479
442,Opatija,45.34,14.31,60.8,59,40,3.36,HR,1603123479
443,Keminmaa,65.86,24.82,32.0,96,100,11.41,FI,1603123480
444,Vani,42.08,42.52,69.8,83,75,5.82,GE,1603123480
445,Nacogdoches,31.6,-94.63,82.99,88,90,6.93,US,1603123480
446,Novaya Malykla,54.2,49.95,41.49,69,39,7.02,RU,1603123480
447,Kailua,21.4,-157.74,75.2,94,40,7.49,US,1603123480
448,Eyl,7.98,49.82,83.84,68,23,11.39,SO,1603123480
449,Kota Belud,6.35,116.43,73.4,100,40,3.36,MY,1603123480
450,Bathsheba,13.22,-59.52,87.8,70,40,9.17,BB,1603123480
451,Innisfail,-17.53,146.03,69.46,85,2,3.36,AU,1603123480
452,Arlit,18.74,7.39,102.11,8,0,7.2,NE,1603123480
453,Tërny,50.98,33.98,42.51,65,1,8.14,UA,1603123481
454,Beringovskiy,63.05,179.32,36.1,83,12,10.2,RU,1603123481
455,Takoradze,4.88,-1.76,81.3,78,92,10.94,GH,1603123481
456,Diego de Almagro,-26.37,-70.05,82.56,18,0,11.83,CL,1603123481
457,Bandarbeyla,9.49,50.81,80.33,71,0,3.94,SO,1603123481
458,Lumberton,34.62,-79.01,71.6,68,1,5.82,US,1603123481
459,Santa Maria,-29.68,-53.81,90.55,37,0,1.52,BR,1603123481
460,Soubre,5.79,-6.61,84.09,74,86,2.68,CI,1603123481
461,Camalú,30.85,-116.07,76.3,48,1,9.4,MX,1603123481
462,High Rock,26.62,-78.28,81.28,75,100,21.92,BS,1603123482
463,Okhotsk,59.38,143.3,23.43,82,0,24.0,RU,1603123482
464,Bariloche,-41.15,-71.31,48.2,49,75,31.09,AR,1603123482
465,Albanel,48.88,-72.45,42.46,66,99,6.4,CA,1603123482
466,Requena,39.49,-1.1,68.0,49,7,4.0,ES,1603123482
467,Kashgar,39.45,75.98,55.4,30,0,8.95,CN,1603123482
468,Luena,-11.78,19.92,79.88,43,29,4.05,AO,1603123482
469,Kindu,-2.95,25.95,79.29,71,79,2.33,CD,1603123482
470,Wanlaweyn,2.62,44.89,80.08,70,10,13.31,SO,1603123482
471,Vila,42.03,-8.16,57.99,91,100,5.01,PT,1603123482
472,‘Āhuimanu,21.44,-157.84,75.2,94,40,6.2,US,1603123483
473,Joensuu,62.6,29.76,34.0,92,90,4.7,FI,1603123483
474,Mookane,-23.69,26.66,95.83,12,16,7.18,BW,1603123483
475,Prince George,53.92,-122.75,30.99,97,100,2.77,CA,1603123202
476,Vila Velha,-20.33,-40.29,77.0,78,90,9.17,BR,1603123427
477,Mount Gambier,-37.83,140.77,39.2,100,40,1.86,AU,1603123483
478,Grenville,12.12,-61.62,87.8,70,20,17.22,GD,1603123189
479,Cairns,-16.92,145.77,70.0,94,19,1.72,AU,1603123483
480,Bom Jesus do Galho,-19.83,-42.32,74.35,61,100,7.05,BR,1603123483
481,Maumere,-8.62,122.21,79.79,77,51,4.59,ID,1603123484
482,Spearfish,44.49,-103.86,32.0,100,40,4.47,US,1603123484
483,Kamień Pomorski,53.97,14.77,51.01,76,97,3.36,PL,1603123484
484,Adrar,20.5,-10.07,93.79,12,0,15.39,MR,1603123484
485,Sar-e Pul,35.83,66.17,41.83,63,0,0.87,AF,1603123484
486,Nouadhibou,20.93,-17.03,87.8,40,0,13.87,MR,1603123484
487,Black River,18.03,-77.85,87.01,70,20,6.93,JM,1603123484
488,Paragominas,-2.97,-47.48,95.4,38,88,6.67,BR,1603123484
489,Athabasca,54.72,-113.29,20.01,84,64,9.46,CA,1603123485
490,Elizabeth City,36.29,-76.25,75.99,60,1,11.41,US,1603123485
491,Piltene,57.22,21.67,46.4,61,75,18.34,LV,1603123485
492,Smithers,54.78,-127.17,30.52,94,86,2.68,CA,1603123186
493,Borovoy,55.43,86.08,33.8,59,75,11.18,RU,1603123485
494,Makkah al Mukarramah,21.43,39.83,81.66,42,0,3.4,SA,1603123485
495,Chilchotla,19.25,-97.18,64.78,58,0,6.22,MX,1603123485
496,Cam Ranh,11.92,109.16,78.8,94,75,3.36,VN,1603123485
497,Valdivia,-39.81,-73.25,57.2,54,40,5.82,CL,1603123257
498,Bogalusa,30.79,-89.85,78.01,88,90,4.21,US,1603123485
499,Sørland,67.67,12.69,32.0,67,14,6.93,NO,1603123486
500,Evans,33.53,-82.13,73.0,56,1,8.05,US,1603123486
501,Cumana,10.46,-64.18,86.0,65,25,3.87,VE,1603123486
502,Dekar,-21.53,21.93,94.98,10,16,6.82,BW,1603123487
503,Codrington,-38.27,141.97,43.2,88,7,3.27,AU,1603123487
504,Taoudenni,22.68,-3.98,97.72,9,0,12.06,ML,1603123487
505,Novobirilyussy,56.95,90.67,29.84,92,97,7.56,RU,1603123487
506,Honiara,-9.43,159.95,75.2,94,20,2.24,SB,1603123352
507,Harper,4.38,-7.72,80.58,79,59,11.01,LR,1603123487
508,Vanimo,-2.67,141.3,78.35,82,67,1.48,PG,1603123487
509,Itoman,26.12,127.67,78.8,78,20,14.99,JP,1603123289
510,Naze,28.37,129.48,75.2,88,75,13.87,JP,1603123487
511,Itarema,-2.92,-39.92,88.07,53,73,20.85,BR,1603123396
512,Phitsanulok,16.92,100.5,67.86,96,100,1.54,TH,1603123488
513,Hailey,43.52,-114.32,39.2,80,5,8.05,US,1603123488
514,Nioro,13.35,-15.75,98.01,32,23,8.39,GM,1603123488
515,Ostrovnoy,68.05,39.51,34.66,86,98,9.91,RU,1603123488
516,Arrondissement de Gourdon,44.75,1.5,59.0,71,95,11.99,FR,1603123488
517,Sawākin,19.11,37.33,84.07,73,0,8.37,SD,1603123365
518,Cassilândia,-19.11,-51.73,93.67,32,92,9.31,BR,1603123488
519,Miandrivazo,-19.52,45.47,83.98,54,10,6.02,MG,1603123488
520,Dalvik,65.97,-18.53,39.2,80,75,4.7,IS,1603123489
521,Chutove,49.71,35.16,46.98,72,69,7.31,UA,1603123489
522,Alta,69.97,23.27,28.4,92,75,2.24,NO,1603123489
523,Luba,3.46,8.55,84.2,79,20,10.29,GQ,1603123489
524,Zabid,14.2,43.32,88.2,53,0,4.18,YE,1603123489
525,Krasnoural'sk,58.36,60.04,36.36,90,51,7.0,RU,1603123489
526,Alofi,-19.06,-169.92,73.4,83,75,10.29,NU,1603123489
527,Esso,55.93,158.7,26.04,88,94,3.51,RU,1603123489
528,San Jose,37.34,-121.89,59.0,71,20,0.81,US,1603123428
529,Acapulco de Juárez,16.86,-99.89,84.2,74,40,3.36,MX,1603123302
530,Macao,22.2,113.55,75.2,69,20,19.46,MO,1603123445
531,Ternate,0.8,127.4,81.16,80,91,8.46,ID,1603123490
532,Preobrazheniye,42.9,133.91,48.42,67,14,7.34,RU,1603123490
533,Las Palmas,28.42,-14.01,75.2,69,20,10.29,ES,1603123490
534,Dawlatabad,36.41,64.91,55.06,37,0,2.15,AF,1603123490
535,Esperance,-33.87,121.9,59.0,93,75,8.05,AU,1603123399
536,Chemal,51.41,86.0,34.39,78,93,4.23,RU,1603123490
537,Mogok,22.92,96.5,67.87,85,100,2.73,MM,1603123490
538,Mehamn,71.04,27.85,35.6,80,75,6.93,NO,1603123491
539,Chicama,-7.84,-79.15,64.4,82,30,10.29,PE,1603123491
540,College,64.86,-147.8,19.4,79,90,1.32,US,1603123491
541,Mogadishu,2.04,45.34,79.59,80,14,11.25,SO,1603123491
542,Roald,62.58,6.13,42.8,75,20,8.05,NO,1603123491
543,Gladstone,-23.85,151.25,68.0,82,25,1.59,AU,1603123491
544,Oddur,4.12,43.89,79.63,62,80,6.73,SO,1603123491
545,Tūkrah,32.53,20.58,71.91,71,60,9.75,LY,1603123491
546,Panzhihua,26.59,101.71,63.23,72,100,2.3,CN,1603123491
547,Waipawa,-41.41,175.52,55.4,87,56,13.87,NZ,1603123491
548,Sangar,63.92,127.47,13.44,94,98,6.42,RU,1603123492
549,Belmonte,-15.86,-38.88,80.6,61,40,11.41,BR,1603123366
550,Oranjestad,12.52,-70.03,87.8,66,40,16.11,AW,1603123406
551,Tezu,27.92,96.17,72.21,79,50,4.61,IN,1603123370
552,Natal,-5.79,-35.21,86.0,58,75,18.34,BR,1603123335
553,Machado,-21.67,-45.92,75.18,58,100,7.31,BR,1603123492
554,Huarmey,-10.07,-78.15,69.46,65,10,10.71,PE,1603123492
555,Vardø,70.37,31.11,39.2,80,75,11.41,NO,1603123492
556,Tigil',57.8,158.67,34.63,88,95,12.21,RU,1603123492
557,Washington,47.5,-120.5,54.0,52,100,4.0,US,1603123407
558,Yabrūd,33.97,36.66,84.2,38,48,3.98,SY,1603123493
559,Tateyama,34.98,139.87,57.0,83,100,3.0,JP,1603123307
560,Sorong,-0.88,131.25,79.41,85,100,6.13,ID,1603123493
561,Port Moresby,-9.44,147.18,78.8,83,40,4.7,PG,1603123283
562,Geraldton,-28.77,114.6,66.2,72,90,9.17,AU,1603123493
563,Winona,43.97,-91.77,33.01,68,90,1.86,US,1603123411
564,Raudeberg,61.99,5.14,39.99,80,99,6.44,NO,1603123493
565,Taguatinga,-12.39,-46.57,95.56,27,69,4.88,BR,1603123493
